0.000000	 -2.000000
0.141333	 -1.995000
0.199750	 -1.990000
0.244489	 -1.985000
0.282135	 -1.980000
0.315238	 -1.975000
0.345109	 -1.970000
0.372525	 -1.965000
0.397995	 -1.960000
0.421871	 -1.955000
0.444410	 -1.950000
0.465806	 -1.945000
0.486210	 -1.940000
0.505742	 -1.935000
0.524500	 -1.930000
0.542563	 -1.925000
0.560000	 -1.920000
0.576867	 -1.915000
0.593212	 -1.910000
0.609077	 -1.905000
0.624500	 -1.900000
0.639512	 -1.895000
0.654141	 -1.890000
0.668412	 -1.885000
0.682349	 -1.880000
0.695971	 -1.875000
0.709295	 -1.870000
0.722340	 -1.865000
0.735119	 -1.860000
0.747646	 -1.855000
0.759934	 -1.850000
0.771994	 -1.845000
0.783837	 -1.840000
0.795472	 -1.835000
0.806908	 -1.830000
0.818153	 -1.825000
0.829216	 -1.820000
0.840104	 -1.815000
0.850823	 -1.810000
0.861380	 -1.805000
0.871780	 -1.800000
0.882029	 -1.795000
0.892132	 -1.790000
0.902095	 -1.785000
0.911921	 -1.780000
0.921615	 -1.775000
0.931182	 -1.770000
0.940625	 -1.765000
0.949947	 -1.760000
0.959153	 -1.755000
0.968246	 -1.750000
0.977228	 -1.745000
0.986103	 -1.740000
0.994874	 -1.735000
1.003544	 -1.730000
1.012114	 -1.725000
1.020588	 -1.720000
1.028968	 -1.715000
1.037256	 -1.710000
1.045454	 -1.705000
1.053565	 -1.700000
1.061591	 -1.695000
1.069533	 -1.690000
1.077393	 -1.685000
1.085173	 -1.680000
1.092875	 -1.675000
1.100500	 -1.670000
1.108050	 -1.665000
1.115527	 -1.660000
1.122931	 -1.655000
1.130265	 -1.650000
1.137530	 -1.645000
1.144727	 -1.640000
1.151857	 -1.635000
1.158922	 -1.630000
1.165922	 -1.625000
1.172860	 -1.620000
1.179735	 -1.615000
1.186550	 -1.610000
1.193304	 -1.605000
1.200000	 -1.600000
1.206638	 -1.595000
1.213219	 -1.590000
1.219744	 -1.585000
1.226214	 -1.580000
1.232629	 -1.575000
1.238992	 -1.570000
1.245301	 -1.565000
1.251559	 -1.560000
1.257766	 -1.555000
1.263922	 -1.550000
1.270030	 -1.545000
1.276088	 -1.540000
1.282098	 -1.535000
1.288061	 -1.530000
1.293976	 -1.525000
1.299846	 -1.520000
1.305670	 -1.515000
1.311450	 -1.510000
1.317184	 -1.505000
1.322876	 -1.500000
1.328524	 -1.495000
1.334129	 -1.490000
1.339692	 -1.485000
1.345214	 -1.480000
1.350694	 -1.475000
1.356134	 -1.470000
1.361534	 -1.465000
1.366894	 -1.460000
1.372215	 -1.455000
1.377498	 -1.450000
1.382742	 -1.445000
1.387948	 -1.440000
1.393117	 -1.435000
1.398249	 -1.430000
1.403344	 -1.425000
1.408403	 -1.420000
1.413427	 -1.415000
1.418415	 -1.410000
1.423367	 -1.405000
1.428286	 -1.400000
1.433170	 -1.395000
1.438019	 -1.390000
1.442836	 -1.385000
1.447619	 -1.380000
1.452369	 -1.375000
1.457086	 -1.370000
1.461771	 -1.365000
1.466424	 -1.360000
1.471046	 -1.355000
1.475635	 -1.350000
1.480194	 -1.345000
1.484722	 -1.340000
1.489220	 -1.335000
1.493687	 -1.330000
1.498124	 -1.325000
1.502531	 -1.320000
1.506909	 -1.315000
1.511258	 -1.310000
1.515577	 -1.305000
1.519868	 -1.300000
1.524131	 -1.295000
1.528365	 -1.290000
1.532571	 -1.285000
